iter	Logloss
339	0.03058146401
340	0.03016220836
341	0.02985155539
342	0.02961707502
343	0.02930641877
344	0.02899458862
345	0.02863288295
346	0.0283162318
347	0.02793197359
348	0.02768541573
349	0.02727627718
350	0.02694275521
351	0.0267361116
352	0.02646611748
353	0.02613133705
354	0.02589660753
355	0.02560324897
356	0.0253408353
357	0.02497802977
358	0.02466347188
359	0.02441097165
360	0.02415463829
361	0.0237952709
362	0.02356946717
363	0.02337872925
364	0.02309328979
365	0.02287133973
366	0.02260211412
367	0.02233648609
368	0.02211072843
369	0.02189265753
370	0.02169321929
371	0.02149056075
372	0.02130367245
373	0.02106302407
374	0.02087667963
375	0.02068582288
376	0.02049714539
377	0.02027317903
378	0.0200820726
379	0.01992178474
380	0.01974430629
381	0.01956373943
382	0.01936445994
383	0.0191947335
384	0.01899294055
385	0.01877208534
386	0.01856309177
387	0.0183676168
388	0.01822549929
389	0.018054409
390	0.01787599295
391	0.01770031905
392	0.01753505945
393	0.01733128391
394	0.01719624521
395	0.01706170064
