,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,params_n_estimators
557,557,0.18303132964193192,2023-07-10 12:39:13.967986,2023-07-10 12:39:16.816993,0 days 00:00:02.849007,goss,0.4307250867902503,0.03421022464614925,38,9,6,66,2.3141032040627562e-07,4.921178427727535e-08,,6,COMPLETE,412
535,535,0.1830574053485117,2023-07-10 12:37:59.281544,2023-07-10 12:38:01.393553,0 days 00:00:02.112009,goss,0.4712636880003591,0.035011919078549746,32,10,9,61,0.0007651832358327707,8.066794293955685e-08,,6,COMPLETE,329
709,709,0.18306301752757165,2023-07-10 12:52:08.203753,2023-07-10 12:52:11.320545,0 days 00:00:03.116792,goss,0.44394556405825314,0.03313694407220736,40,10,9,58,0.002405808224889379,1.7158283162676055e-07,,6,COMPLETE,324
383,383,0.1830880850429486,2023-07-10 12:28:46.477844,2023-07-10 12:28:48.299895,0 days 00:00:01.822051,goss,0.5911809209444718,0.040697510301134755,48,10,10,109,1.2331859027971297e-08,0.00013500381176691003,,2,COMPLETE,221
259,259,0.1831572685514779,2023-07-10 12:11:40.764911,2023-07-10 12:11:55.770315,0 days 00:00:15.005404,goss,0.6269124037858846,0.004875159384679939,32,10,9,113,2.8582508848794925e-06,1.109309700397474e-05,,2,COMPLETE,2054
629,629,0.18316855371669352,2023-07-10 12:44:35.428795,2023-07-10 12:44:37.755987,0 days 00:00:02.327192,goss,0.3876669924304899,0.03328060170233514,36,9,9,64,0.00017696925043147,4.4933550923003127e-08,,6,COMPLETE,370
213,213,0.18318403687259005,2023-07-10 11:58:06.583070,2023-07-10 11:58:19.745686,0 days 00:00:13.162616,goss,0.6108486549168392,0.004692043756381369,37,10,12,111,1.979908085009878e-06,4.008651490624235e-06,,2,COMPLETE,2151
541,541,0.18332716755133902,2023-07-10 12:38:14.970005,2023-07-10 12:38:19.454182,0 days 00:00:04.484177,goss,0.45451539960430826,0.017391810163994853,39,10,7,62,1.321551378695063e-07,1.0119526838854307e-07,,6,COMPLETE,630
700,700,0.18340326395653342,2023-07-10 12:50:13.779566,2023-07-10 12:50:16.013796,0 days 00:00:02.234230,goss,0.6332756880286698,0.03308083334942377,36,10,11,64,4.224966675447894e-07,5.0979721323338864e-08,,6,COMPLETE,253
484,484,0.18341890584649131,2023-07-10 12:35:52.765442,2023-07-10 12:36:00.211750,0 days 00:00:07.446308,goss,0.48379255874243554,0.00845514926614149,32,10,8,70,4.8104187666356954e-05,1.359075983931501e-05,,5,COMPLETE,1464
256,256,0.18346232862715128,2023-07-10 12:11:15.980970,2023-07-10 12:11:26.133645,0 days 00:00:10.152675,goss,0.5614652406064236,0.007953009518971904,32,10,9,103,3.723966545632957e-06,7.155008002978527e-06,,2,COMPLETE,1383
