,number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_bin,params_max_depth,params_min_data_in_leaf,params_num_leaves,state
605,605,0.253769618035134,2023-06-13 23:01:11.319550,2023-06-13 23:01:12.961024,0 days 00:00:01.641474,0.6857135164750795,5,0.3384125040435416,0.004922786711684699,5.21986866562455,0.043706134787309586,32,4,32,111,COMPLETE
61,61,0.2538239606471401,2023-06-13 22:42:51.999580,2023-06-13 22:42:53.628203,0 days 00:00:01.628623,0.6427841534535479,5,0.5657710097179594,0.0002457487856946639,9.697432724497828,0.05733656739122624,124,7,46,5,COMPLETE
851,851,0.25386127567367833,2023-06-13 23:15:23.559237,2023-06-13 23:15:24.956708,0 days 00:00:01.397471,0.4887625968690125,6,0.6208592969350696,0.02190658282216538,0.07290502554997116,0.04051394774944098,32,4,22,104,COMPLETE
393,393,0.2538956853399544,2023-06-13 22:51:21.720287,2023-06-13 22:51:26.237635,0 days 00:00:04.517348,0.6236659421624439,7,0.33251967498381996,4.352607075503926e-06,5.2457570435758365,0.013007708717639085,32,4,32,112,COMPLETE
265,265,0.2539140989185366,2023-06-13 22:47:23.598495,2023-06-13 22:47:24.597642,0 days 00:00:00.999147,0.6310693251936159,7,0.48526383196584605,0.001087117954333161,3.694163960327742,0.11718860784191622,40,4,22,116,COMPLETE
567,567,0.25395215384738334,2023-06-13 22:58:57.393388,2023-06-13 22:58:58.593446,0 days 00:00:01.200058,0.6494036143018904,7,0.5276034143628897,0.0030118083712394965,6.6456103863831135,0.08453053802740076,46,4,28,113,COMPLETE
166,166,0.2539842905774699,2023-06-13 22:45:11.070711,2023-06-13 22:45:12.375701,0 days 00:00:01.304990,0.6550081979788132,7,0.5538662530404891,0.0010329204550208477,4.154425475770212,0.060689632681614154,47,4,43,95,COMPLETE
494,494,0.2539984284805925,2023-06-13 22:54:49.016860,2023-06-13 22:54:50.514036,0 days 00:00:01.497176,0.5669456353368585,7,0.4092401027252387,0.001589103306750182,9.942275746410278,0.07603856699008972,40,7,28,116,COMPLETE
823,823,0.25401159015117114,2023-06-13 23:13:43.533612,2023-06-13 23:13:45.869033,0 days 00:00:02.335421,0.6897606057717172,7,0.43959777592405785,0.004808060624783602,1.493074775662985,0.024324381939163555,32,6,29,122,COMPLETE
95,95,0.2540164272876808,2023-06-13 22:43:39.109824,2023-06-13 22:43:40.600971,0 days 00:00:01.491147,0.65880709037717,5,0.5533467491140213,5.0668774203160514e-05,9.827411809352611,0.0674540944867956,81,4,43,14,COMPLETE
255,255,0.2540653606333267,2023-06-13 22:47:11.366203,2023-06-13 22:47:12.804170,0 days 00:00:01.437967,0.6604777800599766,7,0.48009343109025643,0.002079733919896018,6.596944829026588,0.061425866207194854,41,4,34,117,COMPLETE
947,947,0.2540922969053402,2023-06-13 23:21:02.735674,2023-06-13 23:21:03.839369,0 days 00:00:01.103695,0.5108298741797852,7,0.506560687544067,9.221611460256089e-07,2.8810618749853996,0.10497488205945543,39,4,17,108,COMPLETE
627,627,0.25412565831330547,2023-06-13 23:02:19.909025,2023-06-13 23:02:24.404356,0 days 00:00:04.495331,0.6803370707995298,7,0.5094220362567827,0.005274798649872856,6.864182303316426,0.012115622082676514,32,4,33,112,COMPLETE
815,815,0.25415419734212485,2023-06-13 23:13:13.401744,2023-06-13 23:13:14.504160,0 days 00:00:01.102416,0.568349126352021,7,0.5483952103620813,0.017825242879060198,6.831092888835929,0.09725316257590383,40,4,33,117,COMPLETE
599,599,0.2541840875267377,2023-06-13 23:00:55.199615,2023-06-13 23:00:56.129360,0 days 00:00:00.929745,0.5033214303139083,4,0.5347244048710447,0.011504745611400255,2.237262705597215,0.1354995068003868,36,4,29,110,COMPLETE
853,853,0.2541934174151224,2023-06-13 23:15:25.818846,2023-06-13 23:15:27.196051,0 days 00:00:01.377205,0.6174132486412134,7,0.4428710792332533,0.00014252306620561267,4.914949119225799,0.06989014841264846,42,4,31,106,COMPLETE
237,237,0.2542293537154962,2023-06-13 22:46:49.053264,2023-06-13 22:46:50.130184,0 days 00:00:01.076920,0.650165743222121,7,0.5428912960471292,0.002793389565026939,3.6377602447510884,0.10658335800063852,36,4,31,111,COMPLETE
348,348,0.25423654281639396,2023-06-13 22:50:04.315793,2023-06-13 22:50:06.655302,0 days 00:00:02.339509,0.6385862341153852,7,0.4959074324493949,0.0018898819371336983,2.099773819064738,0.03172281027468197,46,4,18,119,COMPLETE
230,230,0.25428908822936336,2023-06-13 22:46:32.712331,2023-06-13 22:46:34.053165,0 days 00:00:01.340834,0.6386254912186917,7,0.49847925829502676,0.013109957782976111,9.748231345066957,0.07627260286194582,42,4,30,117,COMPLETE
302,302,0.25429330499982467,2023-06-13 22:48:23.282392,2023-06-13 22:48:24.576669,0 days 00:00:01.294277,0.635300206654432,7,0.5390851277436176,0.0010220862085021936,2.932163047244285,0.07085278417538662,46,4,29,118,COMPLETE
744,744,0.2543006491766971,2023-06-13 23:09:32.525374,2023-06-13 23:09:35.906235,0 days 00:00:03.380861,0.6580098094809084,7,0.5256244726443304,0.0019803281801425267,9.924245320564099,0.02089815365137864,39,4,38,116,COMPLETE
81,81,0.25430873103281304,2023-06-13 22:43:22.599942,2023-06-13 22:43:24.002481,0 days 00:00:01.402539,0.680225162530108,7,0.5106492262419983,0.00021921023154989336,6.535723915875401,0.07328248274866953,98,6,41,7,COMPLETE
363,363,0.2543472197009289,2023-06-13 22:50:26.405382,2023-06-13 22:50:28.135721,0 days 00:00:01.730339,0.6125423124882646,7,0.6010644571682774,0.5837550609018578,2.1081858501543707,0.05584799170986041,44,4,14,115,COMPLETE
254,254,0.2543554125831416,2023-06-13 22:47:10.431765,2023-06-13 22:47:11.365278,0 days 00:00:00.933513,0.48258674203424873,7,0.5367064506138762,0.0013015822358115416,2.9246269095708355,0.11394210713864088,32,4,28,114,COMPLETE
293,293,0.254369206376631,2023-06-13 22:48:13.012500,2023-06-13 22:48:14.422385,0 days 00:00:01.409885,0.6269498363584494,7,0.5363051278193726,2.7547925415099484e-06,1.983229569955632,0.058429056474927514,36,4,19,113,COMPLETE
452,452,0.2544344282665916,2023-06-13 22:53:39.141381,2023-06-13 22:53:40.496914,0 days 00:00:01.355533,0.5889677110328764,7,0.47696375537330926,0.0011719225889039028,3.0057730968396648,0.06510078143309557,32,4,20,116,COMPLETE
905,905,0.254437893829655,2023-06-13 23:18:37.223471,2023-06-13 23:18:38.416412,0 days 00:00:01.192941,0.5892129346760989,7,0.6762171294352672,6.676453748708705e-08,2.4912808981622194,0.07282762557516818,42,4,22,104,COMPLETE
225,225,0.2544536094129273,2023-06-13 22:46:22.850050,2023-06-13 22:46:24.030962,0 days 00:00:01.180912,0.6561546444882056,7,0.5343752340418647,0.004219528048894106,4.4614239940546465,0.07711403371978592,32,4,25,109,COMPLETE
103,103,0.25449916407589585,2023-06-13 22:43:49.442326,2023-06-13 22:43:50.464809,0 days 00:00:01.022483,0.6845724936510739,4,0.49767900886570865,5.02337025979349e-05,3.586494786957739,0.0972721734847032,63,4,50,7,COMPLETE
806,806,0.2544995730764116,2023-06-13 23:12:31.620234,2023-06-13 23:12:32.790918,0 days 00:00:01.170684,0.6021948995246604,7,0.5436797795650357,0.043642847037477686,9.998115900402988,0.11800074055720598,143,4,31,103,COMPLETE
776,776,0.25452533530394145,2023-06-13 23:11:10.265840,2023-06-13 23:11:11.549913,0 days 00:00:01.284073,0.49937857200220204,7,0.6143908155918211,0.0006511993008238861,5.112188308955551,0.07458677467512226,42,4,26,112,COMPLETE
971,971,0.25461934306152073,2023-06-13 23:22:32.300144,2023-06-13 23:22:34.322409,0 days 00:00:02.022265,0.62001077171115,7,0.5170077163109313,0.003095007650376758,0.0011360274949964188,0.020008494147143664,39,4,37,112,COMPLETE
232,232,0.2546578908569532,2023-06-13 22:46:35.277541,2023-06-13 22:46:36.348272,0 days 00:00:01.070731,0.6329793407428819,7,0.521371428257694,0.006486943582211046,3.8568756682628473,0.09236971186457772,36,4,26,113,COMPLETE
634,634,0.25472375191669433,2023-06-13 23:02:36.454801,2023-06-13 23:02:38.057164,0 days 00:00:01.602363,0.6430812059840212,7,0.4990459233228535,0.023058195785108603,9.721656783112634,0.05884092037916938,40,4,31,121,COMPLETE
586,586,0.25472590221455865,2023-06-13 22:59:52.468929,2023-06-13 22:59:57.822580,0 days 00:00:05.353651,0.6432692170582268,2,0.533716642325482,0.0003144293306723471,3.1626845248440842,0.009424293377178565,32,5,30,110,COMPLETE
207,207,0.2547396506298465,2023-06-13 22:46:01.567350,2023-06-13 22:46:02.727727,0 days 00:00:01.160377,0.6408445108451628,7,0.5264565368888215,0.002986576304226629,5.546032880599394,0.07508006897445649,38,4,28,113,COMPLETE
365,365,0.25475042613933413,2023-06-13 22:50:29.062830,2023-06-13 22:50:30.927574,0 days 00:00:01.864744,0.634387930864258,7,0.5236668381651166,0.0026072068470024373,3.8030479427456334,0.037809687470030245,37,4,30,104,COMPLETE
829,829,0.2547574813549707,2023-06-13 23:14:04.482342,2023-06-13 23:14:05.825320,0 days 00:00:01.342978,0.6268505169714776,7,0.36686024808665907,1.1535869969493324,3.1825335060504245,0.07366276895506563,37,4,30,117,COMPLETE
870,870,0.2547792552662961,2023-06-13 23:16:24.149790,2023-06-13 23:16:25.437150,0 days 00:00:01.287360,0.6316385571641989,7,0.6384838024257601,2.872369479986009e-07,6.726972534118996,0.0834668967453203,36,4,23,114,COMPLETE
417,417,0.25478990730480583,2023-06-13 22:52:15.823875,2023-06-13 22:52:16.966365,0 days 00:00:01.142490,0.6256374536567069,7,0.5843596829571889,0.006081564483407869,7.222547336430435,0.13345449089904668,47,4,35,108,COMPLETE
71,71,0.25484780009617986,2023-06-13 22:43:06.629072,2023-06-13 22:43:08.311899,0 days 00:00:01.682827,0.656097073000932,5,0.5582875212990664,0.0002598749048290516,9.756970973311665,0.06259404613472641,115,5,44,8,COMPLETE
653,653,0.25485140667363826,2023-06-13 23:03:47.316017,2023-06-13 23:03:49.062062,0 days 00:00:01.746045,0.5524422535635299,7,0.46107111977358645,0.006652505463524087,9.978228950993632,0.06610646502208152,32,4,34,80,COMPLETE
467,467,0.25486088375188765,2023-06-13 22:54:05.388513,2023-06-13 22:54:07.051218,0 days 00:00:01.662705,0.6531632448245256,7,0.4614502910767171,0.30921760684724137,2.9980748934224355,0.041527276981515295,49,4,33,105,COMPLETE
356,356,0.25487113592690963,2023-06-13 22:50:18.833539,2023-06-13 22:50:20.369830,0 days 00:00:01.536291,0.6082134345752462,7,0.5572797831319165,0.0009920575532071578,3.6042895431595188,0.059182761764827015,39,4,31,121,COMPLETE
391,391,0.25490586829533607,2023-06-13 22:51:16.081938,2023-06-13 22:51:20.033519,0 days 00:00:03.951581,0.6496647941918408,7,0.4925948829708732,1.8696524677796162e-06,6.910250732834775,0.01606121956375469,43,5,28,114,COMPLETE
810,810,0.2549214547244902,2023-06-13 23:12:51.965627,2023-06-13 23:12:52.961598,0 days 00:00:00.995971,0.5398410826809761,7,0.4806914776910854,0.026893136072870766,8.824476038678827e-06,0.07022524370102327,32,4,38,109,COMPLETE
191,191,0.2549781099587698,2023-06-13 22:45:37.220768,2023-06-13 22:45:38.880863,0 days 00:00:01.660095,0.6554196078663436,7,0.5413135770136159,0.0015896524639523412,9.856415009398455,0.05419526172045687,36,4,36,101,COMPLETE
93,93,0.2549992586142074,2023-06-13 22:43:36.177696,2023-06-13 22:43:37.802872,0 days 00:00:01.625176,0.6598961175160482,5,0.5182417910288313,5.573012891543443e-05,5.48519976065705,0.04971679156999887,72,4,22,8,COMPLETE
96,96,0.2550407032446223,2023-06-13 22:43:40.601823,2023-06-13 22:43:41.972945,0 days 00:00:01.371122,0.6682367718944054,5,0.5389056815963347,6.76715812863052e-05,9.890509658874668,0.07082199263136918,80,4,42,14,COMPLETE
631,631,0.25508494105339535,2023-06-13 23:02:32.830763,2023-06-13 23:02:34.133662,0 days 00:00:01.302899,0.6234899545120711,7,0.5245738184223553,1.6126894741478741,6.973839776168885,0.0813584791678876,40,4,37,115,COMPLETE
25,25,0.25515143795028616,2023-06-13 22:41:49.164154,2023-06-13 22:41:50.690821,0 days 00:00:01.526667,0.656851584539196,6,0.5646634855479479,0.0003113006093729957,4.466923190186309,0.044450242024709256,110,9,47,16,COMPLETE
517,517,0.25516831805541595,2023-06-13 22:55:54.736708,2023-06-13 22:55:56.779446,0 days 00:00:02.042738,0.6532795243121341,7,0.5489897888575394,0.0003280953736940973,5.117829870998488,0.03952045473086406,185,4,31,122,COMPLETE
508,508,0.2551995967294662,2023-06-13 22:55:27.636648,2023-06-13 22:55:29.273992,0 days 00:00:01.637344,0.6587758364861138,7,0.5551039272123407,4.39929580159462e-07,9.981895732486844,0.054654390234904274,40,4,39,104,COMPLETE
128,128,0.25521092867960193,2023-06-13 22:44:22.185120,2023-06-13 22:44:23.633625,0 days 00:00:01.448505,0.6062029917819416,7,0.5039750794434857,0.0036616892359486856,0.1312118165212658,0.034354531776953225,38,4,51,10,COMPLETE
262,262,0.2552476514749801,2023-06-13 22:47:19.549178,2023-06-13 22:47:20.952016,0 days 00:00:01.402838,0.6407574800057879,7,0.30667869551505134,0.006658597724624327,7.137801117242141,0.06162642817570302,44,4,35,111,COMPLETE
85,85,0.25527816406092635,2023-06-13 22:43:27.971515,2023-06-13 22:43:29.112274,0 days 00:00:01.140759,0.645785514976035,6,0.4835403285414958,2.3628477059307905e-05,6.45605111907196,0.12142820278050896,93,4,33,11,COMPLETE
684,684,0.2552862075091825,2023-06-13 23:05:34.069936,2023-06-13 23:05:35.589772,0 days 00:00:01.519836,0.40972525071268673,7,0.31431588170029257,0.0020240185461192248,3.9565948559152764,0.05055198028225418,32,4,27,99,COMPLETE
31,31,0.25529229665761516,2023-06-13 22:42:00.881020,2023-06-13 22:42:02.591431,0 days 00:00:01.710411,0.6753123446874455,7,0.47618865787855896,0.0002006533040158774,2.4359667329300208,0.03274506769446878,58,10,48,17,COMPLETE
84,84,0.2553024985990093,2023-06-13 22:43:26.492071,2023-06-13 22:43:27.969653,0 days 00:00:01.477582,0.6758806224441327,7,0.5156417900123802,0.0014371377014183193,2.003525476334263,0.03783201162511976,84,6,40,4,COMPLETE
124,124,0.25532508804793236,2023-06-13 22:44:16.832775,2023-06-13 22:44:18.348022,0 days 00:00:01.515247,0.6211444576103718,7,0.530524743270931,0.001947557977667669,0.18042175959186643,0.03242905573671122,41,4,61,13,COMPLETE
187,187,0.2553309654980119,2023-06-13 22:45:32.240531,2023-06-13 22:45:33.189913,0 days 00:00:00.949382,0.6757543055851655,6,0.48172858417229514,0.0002852508152528014,0.01231334471739788,0.07552926717199061,50,4,44,107,COMPLETE
73,73,0.255368344430343,2023-06-13 22:43:10.037645,2023-06-13 22:43:11.477851,0 days 00:00:01.440206,0.6785481016320382,7,0.5154693224527268,0.00023786841630990158,8.214569356151133,0.06626043155659632,104,5,41,7,COMPLETE
690,690,0.25538336312664456,2023-06-13 23:06:02.785692,2023-06-13 23:06:04.906850,0 days 00:00:02.121158,0.4795537498327641,7,0.5267133706672551,0.0029310935943589102,9.904078723373868,0.03909080985361039,36,4,25,125,COMPLETE
320,320,0.2554020422477084,2023-06-13 22:48:57.111756,2023-06-13 22:48:59.693677,0 days 00:00:02.581921,0.5735432235538724,7,0.5417774259036814,0.018013262782630133,2.0919950381406682,0.01987103396566259,46,4,23,114,COMPLETE
698,698,0.2554663017805247,2023-06-13 23:06:34.226870,2023-06-13 23:06:35.237918,0 days 00:00:01.011048,0.6617702863470734,7,0.5433835295069485,0.0012360956934620952,3.978426571217843e-06,0.06953519635824926,32,4,41,108,COMPLETE
24,24,0.25546654042701333,2023-06-13 22:41:47.577354,2023-06-13 22:41:49.163386,0 days 00:00:01.586032,0.6522993314480469,5,0.5618771784452107,0.00031722349347489717,9.725273939426438,0.05731317438078431,113,4,46,5,COMPLETE
892,892,0.25547517305657985,2023-06-13 23:17:39.793054,2023-06-13 23:17:40.984327,0 days 00:00:01.191273,0.48721689849753214,7,0.5363012587614046,0.0005802576955023041,1.898206979168717,0.06334534781878902,76,4,29,112,COMPLETE
277,277,0.25548392455660607,2023-06-13 22:47:47.671842,2023-06-13 22:47:52.048353,0 days 00:00:04.376511,0.662525382258027,7,0.40319002503996115,0.0012392170539693493,9.911597676610498,0.01492892436743933,32,4,29,108,COMPLETE
89,89,0.25555689338930465,2023-06-13 22:43:31.906440,2023-06-13 22:43:32.975039,0 days 00:00:01.068599,0.6614966656914941,6,0.5474630938639772,1.6327799052311746e-05,9.635539074640235,0.1447198467388183,117,4,36,7,COMPLETE
624,624,0.2555580568249846,2023-06-13 23:02:10.943794,2023-06-13 23:02:12.192115,0 days 00:00:01.248321,0.6613473540723644,7,0.5467845837817641,0.007962711393657042,1.7488764981623148,0.052070979279363626,37,4,33,119,COMPLETE
315,315,0.25556595468770094,2023-06-13 22:48:47.406020,2023-06-13 22:48:50.994102,0 days 00:00:03.588082,0.6355367489204028,7,0.5434260975677582,0.008194898238351643,2.4538082615753436,0.014596238950398688,32,4,25,119,COMPLETE
181,181,0.25557873149230453,2023-06-13 22:45:26.289481,2023-06-13 22:45:27.334760,0 days 00:00:01.045279,0.6847257634187645,6,0.5947789370452354,0.0004063785286457495,4.905184671469048,0.09261503566797546,37,4,29,98,COMPLETE
129,129,0.2556539684315339,2023-06-13 22:44:23.634507,2023-06-13 22:44:24.903732,0 days 00:00:01.269225,0.5926581005260747,7,0.49085019506743,0.0019100542151400432,0.2748735567155182,0.04297591711739515,32,4,59,20,COMPLETE
686,686,0.25565960370033136,2023-06-13 23:05:36.482867,2023-06-13 23:05:37.632614,0 days 00:00:01.149747,0.46684806395408757,7,0.5333501067760109,2.8194476387240233,7.110032604707812,0.13266505486972285,43,4,36,116,COMPLETE
100,100,0.25566670698289323,2023-06-13 22:43:45.762561,2023-06-13 22:43:46.693951,0 days 00:00:00.931390,0.6818317979125702,5,0.5871452136544227,1.5723850452278074e-05,2.0390518145582153,0.09612087692526011,81,7,13,4,COMPLETE
920,920,0.25568953116661874,2023-06-13 23:19:12.063100,2023-06-13 23:19:13.339679,0 days 00:00:01.276579,0.5062986700873447,7,0.5287872095235939,3.089791033309142e-05,3.923227615510683,0.0823266224435712,164,4,34,102,COMPLETE
139,139,0.255690420045854,2023-06-13 22:44:38.760673,2023-06-13 22:44:40.312153,0 days 00:00:01.551480,0.6277346368111286,7,0.5027866306012978,0.0003353953712861074,0.3355657840488368,0.043020115468664834,189,4,63,4,COMPLETE
126,126,0.2557698462153458,2023-06-13 22:44:19.649658,2023-06-13 22:44:20.957588,0 days 00:00:01.307930,0.6099891232539029,7,0.5399391741508512,0.0010681999731639445,0.08138891500259857,0.042704600981050625,33,4,49,16,COMPLETE
182,182,0.255799353920173,2023-06-13 22:45:27.335681,2023-06-13 22:45:28.247562,0 days 00:00:00.911881,0.6770412151874152,6,0.5835836258300547,0.0002143959825556887,3.3998467625167925,0.1238868724343935,32,4,41,88,COMPLETE
152,152,0.25580228759992196,2023-06-13 22:44:55.374681,2023-06-13 22:44:56.495331,0 days 00:00:01.120650,0.6856589360214347,7,0.5526243415245321,0.00029803479872914074,4.080249697756302,0.0752815453461136,33,4,46,98,COMPLETE
818,818,0.25586961457286045,2023-06-13 23:13:17.590242,2023-06-13 23:13:18.703297,0 days 00:00:01.113055,0.6149112085298717,7,0.5569146395327383,5.812934444512849e-05,4.830543312952793,0.10169158120179422,45,4,31,111,COMPLETE
30,30,0.25591598325955045,2023-06-13 22:41:59.359230,2023-06-13 22:42:00.880244,0 days 00:00:01.521014,0.6742852789360108,7,0.450229239215157,0.00013582575446995744,3.2741609595777286,0.04345168336069108,72,10,49,18,COMPLETE
219,219,0.25593470050740824,2023-06-13 22:46:16.162791,2023-06-13 22:46:17.331815,0 days 00:00:01.169024,0.6555043037807169,7,0.5361557857425269,0.007568862068082592,9.822774385663045,0.10133786648976749,40,4,27,117,COMPLETE
146,146,0.2559432202799604,2023-06-13 22:44:48.867978,2023-06-13 22:44:50.212381,0 days 00:00:01.344403,0.6630773843169597,7,0.5717955000735436,0.0006507093874556126,2.718504992968089,0.04826882019702916,65,4,44,15,COMPLETE
65,65,0.2559512959859869,2023-06-13 22:42:58.425146,2023-06-13 22:42:59.726702,0 days 00:00:01.301556,0.6984704572225676,5,0.5033301021099037,0.00036238850290290015,9.423814190264375,0.0922417267214872,121,7,54,65,COMPLETE
21,21,0.25597205616849145,2023-06-13 22:41:44.963378,2023-06-13 22:41:45.985082,0 days 00:00:01.021704,0.614730449996572,6,0.5052425380219425,0.01962293939210602,7.301446023000341,0.11149426266894852,161,9,64,9,COMPLETE
169,169,0.25598670298395765,2023-06-13 22:45:14.231871,2023-06-13 22:45:15.190469,0 days 00:00:00.958598,0.6871798165996107,1,0.5783829342742924,0.00017803507108727972,9.400194352535273,0.1643449855909535,36,5,36,101,COMPLETE
330,330,0.25599628566460025,2023-06-13 22:49:13.962042,2023-06-13 22:49:15.310088,0 days 00:00:01.348046,0.6311474682661564,7,0.36249339742946884,0.0006308263816263657,0.04265074347247727,0.046679159384056285,47,4,30,111,COMPLETE
778,778,0.25601529215027313,2023-06-13 23:11:12.703727,2023-06-13 23:11:15.923571,0 days 00:00:03.219844,0.5904306884654613,7,0.5588182906492917,0.015390828147342252,2.6621458480075053,0.014045106236924043,32,4,22,125,COMPLETE
600,600,0.2560316744098808,2023-06-13 23:00:56.130389,2023-06-13 23:00:57.400718,0 days 00:00:01.270329,0.6116853388067605,7,0.5275895640711106,0.0029916389937986653,0.8629314437948232,0.060129890224384676,32,4,23,116,COMPLETE
54,54,0.2560643951458478,2023-06-13 22:42:41.953437,2023-06-13 22:42:43.402370,0 days 00:00:01.448933,0.6263418159360459,6,0.5240046890875908,7.521806972024962e-05,0.5751962320661913,0.045209483417847376,101,10,34,20,COMPLETE
460,460,0.25606972688325563,2023-06-13 22:53:51.881516,2023-06-13 22:53:52.806540,0 days 00:00:00.925024,0.6233315684192573,7,0.5418395508631872,0.014614796254738447,5.159634949261164e-06,0.08035609669477779,32,4,37,123,COMPLETE
34,34,0.25607049498247075,2023-06-13 22:42:06.953848,2023-06-13 22:42:08.328495,0 days 00:00:01.374647,0.6457933533351203,7,0.5722481600636233,2.1176985702956864e-05,2.379543974038346,0.059356243768902577,91,10,27,82,COMPLETE
156,156,0.25610849795903595,2023-06-13 22:45:00.259135,2023-06-13 22:45:01.225791,0 days 00:00:00.966656,0.6813829559009998,7,0.58110173306459,0.00043762445006139067,5.58241333308147,0.11460088312923854,51,4,44,96,COMPLETE
134,134,0.2561700245977819,2023-06-13 22:44:31.989579,2023-06-13 22:44:33.598751,0 days 00:00:01.609172,0.6210588295724029,7,0.5143127191191817,0.0011067807622205587,0.9426444682553851,0.030890618791204937,50,4,48,7,COMPLETE
351,351,0.25618051803598046,2023-06-13 22:50:08.629451,2023-06-13 22:50:13.532599,0 days 00:00:04.903148,0.6289911616178668,7,0.5195152833684882,0.00337352751753309,3.0257291377406204,0.00930645705789864,32,4,31,105,COMPLETE
751,751,0.2562423906223057,2023-06-13 23:09:52.473684,2023-06-13 23:09:53.737296,0 days 00:00:01.263612,0.5843985915159695,7,0.5360377236543604,1.3402403805952978,3.585008073697433,0.10249504565106572,202,4,28,97,COMPLETE
74,74,0.25624548523398466,2023-06-13 22:43:11.478581,2023-06-13 22:43:12.866024,0 days 00:00:01.387443,0.6436444625200626,4,0.5564438791425304,3.881661828504835e-05,9.840883358844895,0.08407446579919688,127,10,56,12,COMPLETE
453,453,0.2564103637100693,2023-06-13 22:53:40.497900,2023-06-13 22:53:41.480034,0 days 00:00:00.982134,0.5967803625477183,7,0.5120901672100814,1.825103741306006,0.0004948410112052701,0.08723675225427864,40,4,35,112,COMPLETE
822,822,0.25645855797807815,2023-06-13 23:13:42.547487,2023-06-13 23:13:43.532702,0 days 00:00:00.985215,0.5544380311671735,7,0.5259838094467346,0.07875681642711693,4.7672335434138295,0.11953584542842377,57,4,42,105,COMPLETE
569,569,0.2564678072592004,2023-06-13 22:59:00.291299,2023-06-13 22:59:01.245007,0 days 00:00:00.953708,0.6241825039356886,7,0.48864831459937114,2.8770116133684853,3.857190133701097e-06,0.09838726727534489,36,4,30,109,COMPLETE
133,133,0.2564912609331563,2023-06-13 22:44:30.526797,2023-06-13 22:44:31.988691,0 days 00:00:01.461894,0.6013560681296259,7,0.5250744259321659,0.001581695682946004,0.19745108923918914,0.038447113647840786,61,4,55,4,COMPLETE
554,554,0.2565253195158811,2023-06-13 22:58:01.184355,2023-06-13 22:58:02.506529,0 days 00:00:01.322174,0.6258401678176096,6,0.6011273417755798,1.9024011089814112e-08,3.75144928952821,0.0641944725063412,32,4,27,121,COMPLETE
41,41,0.2566474706308008,2023-06-13 22:42:21.643157,2023-06-13 22:42:23.167139,0 days 00:00:01.523982,0.6586038112328148,5,0.5588052372391458,0.00011081056806315509,9.417871419484293,0.05701967692489998,66,9,51,16,COMPLETE
91,91,0.25665403880925547,2023-06-13 22:43:33.986954,2023-06-13 22:43:34.993361,0 days 00:00:01.006407,0.6489835913606133,6,0.5067212308348117,0.0001373220926293144,6.160753781106309,0.1236863562204702,95,4,34,12,COMPLETE
454,454,0.2567350638397251,2023-06-13 22:53:41.481026,2023-06-13 22:53:42.591953,0 days 00:00:01.110927,0.6293828312845714,7,0.6860253346338897,0.002516564147376364,9.77004968877681,0.12292730224435246,36,4,29,110,COMPLETE
138,138,0.25682092885518304,2023-06-13 22:44:37.767852,2023-06-13 22:44:38.759835,0 days 00:00:00.991983,0.5803716807876838,7,0.5296414537842727,0.0007247312629792861,1.4195857821577043,0.08064523825002844,54,4,47,99,COMPLETE
164,164,0.2568540903931958,2023-06-13 22:45:08.956301,2023-06-13 22:45:10.006814,0 days 00:00:01.050513,0.6674280974535466,7,0.5703809550018075,0.0003095929666449818,7.123184349734319,0.10492265197474476,41,4,47,87,COMPLETE
62,62,0.25685794589612104,2023-06-13 22:42:53.629104,2023-06-13 22:42:55.218262,0 days 00:00:01.589158,0.6505229918726059,5,0.5828947079046094,4.1195984089566334e-05,5.195122979026086,0.04723747168488662,142,6,46,4,COMPLETE
78,78,0.2568687741526527,2023-06-13 22:43:16.669028,2023-06-13 22:43:18.246726,0 days 00:00:01.577698,0.6215719105834826,6,0.6055903451742503,8.665620095296569e-06,3.8496977216724275,0.04618471562885768,245,8,39,22,COMPLETE
544,544,0.2570291671185508,2023-06-13 22:57:28.000103,2023-06-13 22:57:29.440380,0 days 00:00:01.440277,0.6160840964710722,7,0.46714048539569236,0.00045074603146852686,1.7018272273124664,0.04829331929417262,151,4,29,118,COMPLETE
470,470,0.25706827440606195,2023-06-13 22:54:10.065804,2023-06-13 22:54:11.525462,0 days 00:00:01.459658,0.5126264016211636,7,0.44919426663895523,0.025186682726577515,9.962260135558633,0.07478432957252965,43,6,32,109,COMPLETE
83,83,0.25707112303595536,2023-06-13 22:43:25.035022,2023-06-13 22:43:26.491363,0 days 00:00:01.456341,0.6870882578836742,7,0.5424395998896004,9.657357320332596e-05,5.066980520812845,0.0626048375996278,122,5,37,16,COMPLETE
77,77,0.25711939813878754,2023-06-13 22:43:15.022404,2023-06-13 22:43:16.668111,0 days 00:00:01.645707,0.6551270542505914,7,0.4894104071000855,0.00046567085771377653,1.4822409149590052,0.03173621808032494,108,9,48,104,COMPLETE
92,92,0.2572530835978872,2023-06-13 22:43:34.994146,2023-06-13 22:43:36.176915,0 days 00:00:01.182769,0.617580946226806,6,0.5661740959320343,2.2942822894933704e-05,3.8604051783944513,0.08373550077429039,90,5,33,20,COMPLETE
