,number,value,datetime_start,datetime_complete,duration,params_alpha,params_booster,params_colsample_bytree,params_gamma,params_grow_policy,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,state,params_n_estimators
57,57,0.273802364183206,2023-07-17 14:14:56.090505,2023-07-17 14:15:06.692672,0 days 00:00:10.602167,0.9233774509580273,gbtree,0.8040519229355081,2.51619104211935e-08,lossguide,9.815187172397812e-06,0.027005185964914826,4,4,0.5566833368381388,COMPLETE,795
594,594,0.2738357317448258,2023-07-17 15:41:09.038364,2023-07-17 15:41:12.096471,0 days 00:00:03.058107,0.010952076670426717,gbtree,0.8532580993317227,4.5821076943772205e-08,depthwise,2.3094296480215367e-05,0.03616395285217925,3,4,0.6366131820687144,COMPLETE,915
297,297,0.27385083013332656,2023-07-17 14:50:15.694529,2023-07-17 14:50:21.919236,0 days 00:00:06.224707,0.9832779845140575,gbtree,0.8365052565268501,7.343486923379275e-07,depthwise,0.00018654930763324908,0.06600763787460565,9,5,0.605122525633906,COMPLETE,375
308,308,0.2738524367999411,2023-07-17 14:52:04.269071,2023-07-17 14:52:10.469816,0 days 00:00:06.200745,0.2752333283898171,gbtree,0.8615098729446959,2.660230106511228e-06,lossguide,0.00014595668288108041,0.04361512088226683,7,5,0.6649024803287803,COMPLETE,512
952,952,0.27386016978465455,2023-07-17 16:35:00.436814,2023-07-17 16:35:03.621675,0 days 00:00:03.184861,1.2531470923538332e-05,gbtree,0.7354166799475325,8.488221598373963e-07,lossguide,0.04577915507204143,0.03135541096737488,6,6,0.5047343566607194,COMPLETE,886
843,843,0.2738918224485977,2023-07-17 16:16:27.279040,2023-07-17 16:16:34.484946,0 days 00:00:07.205906,4.6746044610861145e-06,gbtree,0.9071394625532991,0.1175712158978311,lossguide,2.9157511725416695e-05,0.009739947062096615,6,6,0.5227307266541878,COMPLETE,2999
268,268,0.2738979490248653,2023-07-17 14:44:17.603343,2023-07-17 14:44:25.100938,0 days 00:00:07.497595,0.0018492006598577692,gbtree,0.8048708831954609,1.5537405180705378e-06,depthwise,0.9789802002446243,0.04482833107690316,9,6,0.6259347691321476,COMPLETE,1024
44,44,0.27390796684977115,2023-07-17 14:13:36.157904,2023-07-17 14:13:39.809827,0 days 00:00:03.651923,0.005810552321613838,gbtree,0.893126446343807,4.7442659362945863e-07,lossguide,3.221286249765501e-06,0.02481055924357101,9,5,0.6910453397932265,COMPLETE,1163
626,626,0.27390947960649586,2023-07-17 15:45:22.555417,2023-07-17 15:45:26.306175,0 days 00:00:03.750758,0.06426644626837925,gbtree,0.6444832124138263,0.13935259279579892,depthwise,0.00010502517592169181,0.02323646308698559,6,4,0.5659446682803534,COMPLETE,774
169,169,0.27394630851562796,2023-07-17 14:29:33.095966,2023-07-17 14:29:40.223791,0 days 00:00:07.127825,0.10953940481177632,gbtree,0.6851507603160522,6.035776032112363e-08,depthwise,3.3869508922958505e-06,0.034423511086856186,7,5,0.6044150641160647,COMPLETE,932
417,417,0.27394969686736403,2023-07-17 15:20:40.807359,2023-07-17 15:20:49.031710,0 days 00:00:08.224351,0.5798585299361022,gbtree,0.5578640494655167,7.764357840305371e-07,lossguide,5.716238103900722e-06,0.032570621565784046,8,5,0.6495554993762442,COMPLETE,860
264,264,0.27395710816231333,2023-07-17 14:43:21.747439,2023-07-17 14:43:26.842238,0 days 00:00:05.094799,0.4523850076953861,gbtree,0.7430615116934793,6.093511538412869e-07,depthwise,0.17946954298661047,0.05883499551431746,8,6,0.5911357634848476,COMPLETE,774
27,27,0.27396015374421867,2023-07-17 14:12:55.081500,2023-07-17 14:12:58.147398,0 days 00:00:03.065898,0.014363207137581772,gbtree,0.8785522241095008,2.574574721151343e-07,lossguide,8.786435759079093e-06,0.03248856306641444,4,5,0.6773370681286823,COMPLETE,634
90,90,0.27398313229431925,2023-07-17 14:18:49.706176,2023-07-17 14:19:00.332482,0 days 00:00:10.626306,0.002319029073982748,gbtree,0.897822352309305,1.3814031038640296e-07,lossguide,6.637987009458266e-06,0.024192102235642277,4,6,0.6437156435074028,COMPLETE,775
790,790,0.2740002507231015,2023-07-17 16:09:15.797246,2023-07-17 16:09:17.617419,0 days 00:00:01.820173,3.871063961228546e-05,gbtree,0.8706584440013162,2.119913969276387e-06,depthwise,7.910365573292919e-07,0.057679463075815854,5,4,0.516963535363295,COMPLETE,559
256,256,0.27402173273947306,2023-07-17 14:42:39.465147,2023-07-17 14:42:44.952307,0 days 00:00:05.487160,0.9659378276643313,gbtree,0.9197902455979187,2.062043584480646e-06,depthwise,0.24368524610341646,0.055741318292410524,10,6,0.5938795015786904,COMPLETE,446
341,341,0.2740313013991731,2023-07-17 15:00:00.315767,2023-07-17 15:00:24.413595,0 days 00:00:24.097828,0.3604144693568031,gbtree,0.5969939271961949,2.1494600250458253e-05,depthwise,0.007915151453059932,0.012005781514873096,10,5,0.6072350147212767,COMPLETE,515
162,162,0.2740800883278747,2023-07-17 14:28:20.605839,2023-07-17 14:28:29.730679,0 days 00:00:09.124840,0.005552053732245626,gbtree,0.8909627727948473,2.1238699475662782e-08,depthwise,2.8103982037473844e-05,0.024981276540411587,7,5,0.5825592092458965,COMPLETE,913
637,637,0.27408143587542766,2023-07-17 15:46:11.045509,2023-07-17 15:46:12.992860,0 days 00:00:01.947351,0.08611546289916011,gbtree,0.8197377974895188,5.559542594003582e-08,depthwise,0.1153735264373796,0.06472904635773527,6,5,0.5002018041978236,COMPLETE,903
710,710,0.27408866344426797,2023-07-17 15:55:39.637893,2023-07-17 15:55:41.574108,0 days 00:00:01.936215,5.371043118597471e-08,gbtree,0.6692757668110052,2.4422522133681337e-07,depthwise,0.15980136251637386,0.06713808591734244,8,6,0.5501377091654565,COMPLETE,1022
216,216,0.2741643657939359,2023-07-17 14:36:38.215171,2023-07-17 14:36:59.091445,0 days 00:00:20.876274,0.06135914865901946,gbtree,0.8725468323829938,3.1634409507356654e-08,depthwise,2.981134498023071e-06,0.008480981786109721,6,5,0.5648030135587395,COMPLETE,981
518,518,0.2741927242012925,2023-07-17 15:33:33.400541,2023-07-17 15:33:35.417668,0 days 00:00:02.017127,6.278213692082388e-05,gbtree,0.8774778113503678,2.4410155543182964e-08,depthwise,6.253634459346151e-07,0.05209891288303975,4,4,0.47847676632151925,COMPLETE,779
543,543,0.2741989776981079,2023-07-17 15:35:18.924121,2023-07-17 15:35:20.395458,0 days 00:00:01.471337,3.5252126656389697e-06,gbtree,0.8361781334042129,6.584954528804054e-05,depthwise,9.363336771704389e-07,0.08442429299161568,4,4,0.43791069132787,COMPLETE,1074
539,539,0.27420328553069173,2023-07-17 15:35:10.707695,2023-07-17 15:35:13.266224,0 days 00:00:02.558529,3.711587075174358e-06,gbtree,0.8611666569908075,6.298686872938038e-05,lossguide,6.374163842706401e-07,0.03356735229575813,4,4,0.4934492605542335,COMPLETE,973
191,191,0.27423727975027895,2023-07-17 14:32:47.568661,2023-07-17 14:32:54.649390,0 days 00:00:07.080729,0.003103830542016297,gbtree,0.7106788142964459,8.092147720770786e-06,depthwise,3.147470193432727e-06,0.04023290708342781,6,5,0.6342126996130489,COMPLETE,768
283,283,0.27424086495814237,2023-07-17 14:47:01.646976,2023-07-17 14:47:07.322636,0 days 00:00:05.675660,2.752670464959359e-05,gbtree,0.9147104219274871,3.5469081138614664e-06,depthwise,0.08488525688984722,0.04555525713390659,10,6,0.5635171016075954,COMPLETE,1037
404,404,0.2742591193055971,2023-07-17 15:17:44.385419,2023-07-17 15:17:54.193763,0 days 00:00:09.808344,0.455105311229867,gbtree,0.9147618674408127,4.671211106713727e-06,lossguide,0.04655054647433478,0.019815661528160115,7,6,0.6271936803696554,COMPLETE,651
617,617,0.27427469521577397,2023-07-17 15:44:31.013760,2023-07-17 15:44:34.008912,0 days 00:00:02.995152,0.0003237302681966725,gbtree,0.8681085842063481,8.80396521987412e-06,depthwise,0.6377396415632995,0.037051612468040805,3,5,0.6691014071553286,COMPLETE,1023
587,587,0.27428982522141576,2023-07-17 15:40:28.593827,2023-07-17 15:40:33.026327,0 days 00:00:04.432500,1.7632559486785006e-05,gbtree,0.9335558804518124,6.691532498578962e-08,depthwise,3.868045963659355e-06,0.020837569395152463,5,4,0.4557828163024286,COMPLETE,858
386,386,0.2743053309536105,2023-07-17 15:13:16.306515,2023-07-17 15:13:21.147304,0 days 00:00:04.840789,0.002867379118639666,gbtree,0.4690717258024585,2.947820556004726e-06,lossguide,0.4526907745371172,0.046867344972788154,7,6,0.6182639611312295,COMPLETE,531
912,912,0.2743057692881679,2023-07-17 16:26:54.683221,2023-07-17 16:26:57.179510,0 days 00:00:02.496289,0.010877445791259727,gbtree,0.983165721548466,9.786972298038784e-08,depthwise,0.24206604707117355,0.043022415357456635,9,5,0.6037250482526083,COMPLETE,775
495,495,0.2743091097651283,2023-07-17 15:31:06.975573,2023-07-17 15:31:11.491681,0 days 00:00:04.516108,0.6502445738675452,gbtree,0.4468759731123633,5.054590548095738e-06,lossguide,1.9232755885815327e-05,0.023464737960645476,9,5,0.601938689328439,COMPLETE,845
151,151,0.27431212163283847,2023-07-17 14:26:25.369461,2023-07-17 14:26:30.662581,0 days 00:00:05.293120,0.011050928981321045,gbtree,0.8586148399216061,2.7659152835701395e-08,depthwise,9.289647438001733e-06,0.0641469784126338,6,5,0.589580253718661,COMPLETE,503
103,103,0.27432230809685765,2023-07-17 14:20:42.491768,2023-07-17 14:20:48.424260,0 days 00:00:05.932492,0.0003048809514490425,gbtree,0.8762552063274012,2.0630793470808158e-08,lossguide,3.7282758134935066e-06,0.050973874417941,3,6,0.5619184889592992,COMPLETE,527
47,47,0.27434765316790616,2023-07-17 14:13:43.902055,2023-07-17 14:13:47.467108,0 days 00:00:03.565053,0.5638583353147407,gbtree,0.8139703058877292,2.0441610769149134e-06,lossguide,9.10965333380803e-08,0.03383463397177367,3,6,0.6176427439194612,COMPLETE,525
236,236,0.2743507264449525,2023-07-17 14:39:58.174115,2023-07-17 14:40:05.133731,0 days 00:00:06.959616,0.6212483001224429,gbtree,0.8892634568413905,8.133226011662434e-07,depthwise,0.012882747382882037,0.04012994022444345,7,5,0.5257621494812439,COMPLETE,434
266,266,0.2743711284853865,2023-07-17 14:43:35.055452,2023-07-17 14:43:40.625090,0 days 00:00:05.569638,0.32905021571594506,gbtree,0.7623089543529706,4.8385620505850794e-06,depthwise,0.7516333547237828,0.05320389813947456,9,6,0.5714388274609551,COMPLETE,235
474,474,0.2743737176765937,2023-07-17 15:28:38.142942,2023-07-17 15:28:41.465475,0 days 00:00:03.322533,0.2725705907057267,gbtree,0.8868104661474504,5.303946953381182e-06,depthwise,2.5105718289390915e-06,0.04947099928570281,10,6,0.5777031728222347,COMPLETE,549
872,872,0.27438683787936285,2023-07-17 16:20:54.429564,2023-07-17 16:20:59.021256,0 days 00:00:04.591692,0.05001352937069476,gbtree,0.8590845243574776,0.00988276072102727,depthwise,1.2325362976156528e-05,0.018839014003234945,10,4,0.4839271752369232,COMPLETE,453
598,598,0.27438968454248186,2023-07-17 15:42:06.865450,2023-07-17 15:42:12.152722,0 days 00:00:05.287272,0.002390226227065656,gbtree,0.7922947765337467,0.34256985675826107,depthwise,0.6437031719422597,0.01821552316991511,6,4,0.679325758202451,COMPLETE,462
189,189,0.2744039026924208,2023-07-17 14:32:31.332428,2023-07-17 14:32:38.604102,0 days 00:00:07.271674,0.12456274221233521,gbtree,0.7233548059932448,6.093864006442266e-08,depthwise,8.377501769109289e-06,0.03721879559481977,7,5,0.5790920136259398,COMPLETE,458
101,101,0.27440472943509686,2023-07-17 14:20:30.780457,2023-07-17 14:20:37.250696,0 days 00:00:06.470239,0.0027586665160139706,gbtree,0.8649431688745928,3.587545935255446e-08,lossguide,1.4874277981275778e-06,0.06454858658779586,3,6,0.5770632311753314,COMPLETE,853
296,296,0.27442464675018596,2023-07-17 14:50:10.659001,2023-07-17 14:50:15.693076,0 days 00:00:05.034075,0.002546181198013821,gbtree,0.8642218296564802,6.15132633418965e-06,lossguide,0.03778342600478396,0.056310056942023394,7,7,0.586418775117214,COMPLETE,502
829,829,0.27442569479997003,2023-07-17 16:14:56.388745,2023-07-17 16:14:58.662568,0 days 00:00:02.273823,7.520702276920412e-07,gbtree,0.8312392182555316,0.00020487929123006013,depthwise,3.7495614266098304e-06,0.045930705602564396,4,3,0.637961735261978,COMPLETE,2989
678,678,0.2744278344468573,2023-07-17 15:52:09.851477,2023-07-17 15:52:14.742665,0 days 00:00:04.891188,0.33050458303877445,gbtree,0.8621500371837125,2.1573839519223045e-07,depthwise,2.524110769381213e-07,0.02336811066129136,9,5,0.6804290321109293,COMPLETE,528
861,861,0.27443226529958775,2023-07-17 16:18:10.745701,2023-07-17 16:18:21.962204,0 days 00:00:11.216503,1.5234842769177767e-06,gbtree,0.45959299361944284,0.004035352539434521,depthwise,0.0033397156771214098,0.005463323150732472,4,5,0.5742179185169708,COMPLETE,459
391,391,0.27444233566160936,2023-07-17 15:14:59.748162,2023-07-17 15:15:32.899940,0 days 00:00:33.151778,0.1550453330061111,gbtree,0.5486079449987793,2.3639430683131043e-06,lossguide,1.1254081979512012e-07,0.004675745039730106,8,4,0.5422803910507453,COMPLETE,471
211,211,0.27444794466322064,2023-07-17 14:36:07.036041,2023-07-17 14:36:13.484166,0 days 00:00:06.448125,0.028090810706243453,gbtree,0.8697095614355771,2.8120233091755324e-07,depthwise,1.2866520025113697e-06,0.04845789583226375,5,5,0.6101279380237298,COMPLETE,2180
633,633,0.2744670327540927,2023-07-17 15:45:42.650144,2023-07-17 15:45:45.631247,0 days 00:00:02.981103,8.823686230744226e-05,gbtree,0.6825671469204686,4.227790356325611e-06,depthwise,0.002933561485550325,0.03404129750153696,6,6,0.6493541924018743,COMPLETE,552
761,761,0.27447647255077906,2023-07-17 16:04:37.358150,2023-07-17 16:04:42.034436,0 days 00:00:04.676286,2.3625485559674916e-07,gbtree,0.8570246271768006,3.6525468289626996e-08,lossguide,0.00031039439672601665,0.02901788762218137,4,5,0.706441811079706,COMPLETE,470
273,273,0.27448126904372705,2023-07-17 14:45:10.394598,2023-07-17 14:45:16.138819,0 days 00:00:05.744221,0.4353336766694845,gbtree,0.9147585399142568,9.878293534659796e-06,depthwise,0.14703094428324026,0.06335750944599579,10,6,0.5924262817377951,COMPLETE,368
382,382,0.27448612000983313,2023-07-17 15:11:45.755679,2023-07-17 15:11:56.516781,0 days 00:00:10.761102,0.0003447964596009326,gbtree,0.46319119806868514,1.8761987563059848e-06,lossguide,0.16078539176620607,0.025700008246403026,8,6,0.634512718040769,COMPLETE,447
757,757,0.2744946614006101,2023-07-17 16:03:32.066111,2023-07-17 16:03:35.891373,0 days 00:00:03.825262,1.991129098985236e-05,gbtree,0.8144839482337815,2.7398933210405987e-06,lossguide,0.4747178621531905,0.06247073555287215,9,5,0.46651665754353194,COMPLETE,387
196,196,0.2744997929813606,2023-07-17 14:34:03.103665,2023-07-17 14:34:08.682707,0 days 00:00:05.579042,0.06565349270861354,gbtree,0.8491165341507615,2.415239796971313e-08,depthwise,6.8795290363000816e-06,0.045860355851581644,8,5,0.618516406437146,COMPLETE,324
143,143,0.2745273633144348,2023-07-17 14:25:16.649629,2023-07-17 14:25:28.647327,0 days 00:00:11.997698,0.014851734219289994,gbtree,0.8445047041310481,2.168253384357947e-08,depthwise,2.0282138418280164e-05,0.023186774046058366,6,5,0.6075551755355025,COMPLETE,398
276,276,0.2745321355279363,2023-07-17 14:45:25.285074,2023-07-17 14:45:30.356321,0 days 00:00:05.071247,0.13406929245636529,gbtree,0.9235053860305273,6.054670554647101e-06,depthwise,0.13866857294965215,0.0748126608491229,8,6,0.567324574625519,COMPLETE,428
187,187,0.27453650065081703,2023-07-17 14:32:11.100608,2023-07-17 14:32:24.040366,0 days 00:00:12.939758,0.17628377558744296,gbtree,0.7397358066507911,1.3889101987059694e-07,depthwise,4.188788041585676e-06,0.01942214424479395,7,5,0.6055799883753717,COMPLETE,2999
491,491,0.2745406371728323,2023-07-17 15:30:51.313762,2023-07-17 15:30:53.688144,0 days 00:00:02.374382,0.4791003932091336,gbtree,0.6349613005585693,9.650108873262894e-05,lossguide,0.12799921657161994,0.0465194507192305,7,5,0.5687339166968199,COMPLETE,452
611,611,0.27454436787343184,2023-07-17 15:43:44.570201,2023-07-17 15:43:47.361690,0 days 00:00:02.791489,1.8612863276776777e-06,gbtree,0.8578935341387415,1.374080141727083e-08,depthwise,3.2864385490173334e-05,0.04282688484845422,5,4,0.6936663285673559,COMPLETE,2461
556,556,0.274547205232813,2023-07-17 15:36:48.489778,2023-07-17 15:36:51.824847,0 days 00:00:03.335069,1.4079145773405101e-06,gbtree,0.8816656933516575,0.00010439813877512237,depthwise,5.726193181996585e-07,0.02988925640600093,3,4,0.7143863164320962,COMPLETE,498
824,824,0.27456059534521593,2023-07-17 16:14:27.800162,2023-07-17 16:14:30.632699,0 days 00:00:02.832537,0.5932013623568082,gbtree,0.6224556921392991,2.4685740208485057e-06,depthwise,5.568470865294904e-06,0.042029275048095234,10,6,0.4848347586354509,COMPLETE,2999
881,881,0.27456270380333636,2023-07-17 16:21:47.470171,2023-07-17 16:21:53.035674,0 days 00:00:05.565503,0.8199260342037225,gbtree,0.9539961871530538,0.04419520289423042,lossguide,0.23580656658667412,0.016642957866391632,10,5,0.5259744996051201,COMPLETE,860
923,923,0.2745704921257242,2023-07-17 16:29:55.586853,2023-07-17 16:30:18.076473,0 days 00:00:22.489620,0.09013846516835596,gbtree,0.4378903314196674,1.417339552057614e-05,depthwise,2.1101844484230168e-06,0.009463579038624593,9,8,0.5956042148953085,COMPLETE,264
730,730,0.2745865582668062,2023-07-17 15:58:06.787276,2023-07-17 15:58:09.340312,0 days 00:00:02.553036,0.43806065580593867,gbtree,0.8770058652730494,1.30537227859373e-06,depthwise,4.639561835919601e-05,0.047061321669094686,8,5,0.6252730288100415,COMPLETE,362
106,106,0.2745935710496398,2023-07-17 14:21:01.110873,2023-07-17 14:21:11.551749,0 days 00:00:10.440876,0.0021463912003237915,gbtree,0.8857198646608816,9.12219685294593e-08,lossguide,4.437834595520325e-06,0.024805764244896725,3,5,0.6012777480554392,COMPLETE,1555
904,904,0.2746027946732742,2023-07-17 16:25:59.516396,2023-07-17 16:26:02.643051,0 days 00:00:03.126655,4.8738444287022314e-08,gbtree,0.7018225383736056,0.00021265309892529768,depthwise,0.08038637245485243,0.03393565371722319,8,4,0.4941446982926171,COMPLETE,2952
934,934,0.2746049337586034,2023-07-17 16:32:14.660943,2023-07-17 16:32:22.016597,0 days 00:00:07.355654,0.25969613511209233,gbtree,0.49423444309260295,4.232589475511222e-08,depthwise,5.1071411374949e-06,0.0307773446876821,9,6,0.660794172237201,COMPLETE,2999
174,174,0.27461027471656263,2023-07-17 14:30:17.399295,2023-07-17 14:30:24.292184,0 days 00:00:06.892889,0.02385607194790561,gbtree,0.6885144787512901,7.388928118292891e-08,depthwise,1.7994235868699546e-06,0.0374640065711761,7,4,0.5822886002321935,COMPLETE,1126
463,463,0.2746255912672819,2023-07-17 15:27:26.144920,2023-07-17 15:27:30.369950,0 days 00:00:04.225030,0.11425828816816139,gbtree,0.8834375077879092,3.2245388993326967e-06,depthwise,0.006185286463954696,0.0266896464977791,8,6,0.4968048157277574,COMPLETE,1426
458,458,0.2746508682122931,2023-07-17 15:27:00.436926,2023-07-17 15:27:05.514776,0 days 00:00:05.077850,0.00018750616589853798,gbtree,0.6109335810259152,5.1281318889188913e-08,depthwise,1.350899946105507e-06,0.018514599147547748,7,5,0.5441107658518819,COMPLETE,509
275,275,0.2746592201486504,2023-07-17 14:45:20.136461,2023-07-17 14:45:25.284262,0 days 00:00:05.147801,0.9856422617706009,gbtree,0.9102223578963029,6.671188291663615e-06,depthwise,0.2865845617527913,0.07784684804944253,8,6,0.5562928930357732,COMPLETE,778
115,115,0.2746656746625017,2023-07-17 14:21:50.088676,2023-07-17 14:21:55.867060,0 days 00:00:05.778384,0.27596265316587915,gbtree,0.8963902705158092,7.399121038396791e-08,lossguide,1.1009494893859531e-05,0.055774965686696605,9,6,0.5580932701396778,COMPLETE,719
122,122,0.27467988552471945,2023-07-17 14:22:33.986234,2023-07-17 14:22:39.900065,0 days 00:00:05.913831,0.0004023668835292168,gbtree,0.842171256939876,4.908331550730494e-08,lossguide,1.8587107965995118e-06,0.04017194145602429,3,6,0.622741393204688,COMPLETE,504
206,206,0.2747122207390448,2023-07-17 14:35:29.764126,2023-07-17 14:35:37.606392,0 days 00:00:07.842266,0.06317085581311058,gbtree,0.697340743390927,3.729827763838072e-07,depthwise,2.8904612521406834e-06,0.034887692536661644,6,5,0.5993799817784242,COMPLETE,525
996,996,0.27471820757114684,2023-07-17 16:40:40.713664,2023-07-17 16:40:43.404033,0 days 00:00:02.690369,0.14408647602873434,gbtree,0.9466429171705101,0.4116758213212726,depthwise,4.814741276260982e-07,0.03925489461772083,9,6,0.5618977446789961,COMPLETE,499
605,605,0.2747218728139853,2023-07-17 15:42:50.225891,2023-07-17 15:42:53.043069,0 days 00:00:02.817178,0.0016262225250286994,gbtree,0.6290140348257776,1.906261790275497e-07,depthwise,0.0010841898679283116,0.03942196592505864,9,9,0.6608006017511967,COMPLETE,326
759,759,0.27473100609675266,2023-07-17 16:04:12.383005,2023-07-17 16:04:19.710582,0 days 00:00:07.327577,0.49080029519107954,gbtree,0.916654364514126,9.5602231189977e-06,depthwise,1.724448363034715e-06,0.03500844769843626,7,7,0.6597834022038152,COMPLETE,843
693,693,0.27473472237130814,2023-07-17 15:54:16.700901,2023-07-17 15:54:20.826159,0 days 00:00:04.125258,0.4330447531306288,gbtree,0.8927692414093024,1.6767181340328563e-08,depthwise,0.5699472881498616,0.025957134026928695,6,5,0.5917460984681518,COMPLETE,503
924,924,0.2747387695892505,2023-07-17 16:30:18.077633,2023-07-17 16:30:49.887943,0 days 00:00:31.810310,9.85135924313218e-05,gbtree,0.5037032065578597,6.868455444805678e-08,depthwise,6.9412497906017865e-06,0.004548814710334919,4,4,0.648186539317598,COMPLETE,858
966,966,0.2747573961372338,2023-07-17 16:36:39.004463,2023-07-17 16:36:42.207281,0 days 00:00:03.202818,0.06328722088667889,gbtree,0.8860418796965271,2.0713653729415747e-08,depthwise,0.012934733435635762,0.03204280270674949,6,5,0.610853267907964,COMPLETE,327
200,200,0.2747592101853383,2023-07-17 14:34:27.930202,2023-07-17 14:34:35.494817,0 days 00:00:07.564615,0.15549065906263884,gbtree,0.7298992946895247,3.9820776111545726e-07,depthwise,4.144213331727353e-06,0.031350827000109896,6,5,0.5883306713597228,COMPLETE,553
740,740,0.2747856362694602,2023-07-17 15:59:41.744469,2023-07-17 15:59:43.410919,0 days 00:00:01.666450,9.038351723483998e-05,gbtree,0.9217507772533204,1.7854922876876082e-06,depthwise,0.00012162912229944533,0.07153289468835963,7,7,0.5755763943761939,COMPLETE,843
452,452,0.27479015837733334,2023-07-17 15:26:13.919635,2023-07-17 15:26:17.605361,0 days 00:00:03.685726,0.07485260430612675,gbtree,0.6877281354642368,2.7554670776859456e-05,depthwise,6.897046629831649e-05,0.030839918538824066,3,5,0.5809961320994625,COMPLETE,2981
931,931,0.274797768327421,2023-07-17 16:31:50.019134,2023-07-17 16:32:01.528644,0 days 00:00:11.509510,0.13938907510281315,gbtree,0.41143816210536793,2.6599094836551274e-06,depthwise,0.16158539550431636,0.01615492091481131,6,6,0.5522571603272769,COMPLETE,774
295,295,0.2748650777033059,2023-07-17 14:50:03.586082,2023-07-17 14:50:10.658018,0 days 00:00:07.071936,0.5490724461885237,gbtree,0.6838355009112712,7.170069343698857e-08,depthwise,0.00023411135394277606,0.035143199078571614,7,6,0.5639604762086227,COMPLETE,620
475,475,0.2748693378250423,2023-07-17 15:28:41.466408,2023-07-17 15:28:52.229182,0 days 00:00:10.762774,0.12699119228555952,gbtree,0.5490902641546559,1.9024248981356107e-06,depthwise,0.0008488362429021038,0.00702430751310412,8,6,0.5511163720327965,COMPLETE,433
513,513,0.27487089950954124,2023-07-17 15:33:19.781707,2023-07-17 15:33:24.179128,0 days 00:00:04.397421,0.3538633835876807,gbtree,0.4378106696014567,5.313962173936351e-08,depthwise,8.946678696875229e-05,0.021369340584365487,7,5,0.5869294174007677,COMPLETE,1992
974,974,0.2748768150129548,2023-07-17 16:38:00.192062,2023-07-17 16:38:03.175204,0 days 00:00:02.983142,0.12155782413705143,gbtree,0.7872990715052441,1.143356516236387e-05,lossguide,3.560570946104003e-05,0.03363967968331408,4,6,0.5805887967031463,COMPLETE,1777
987,987,0.2748846826947569,2023-07-17 16:39:30.271077,2023-07-17 16:39:32.658904,0 days 00:00:02.387827,0.24786661280165506,gbtree,0.6800398992171244,0.00028298569830690126,depthwise,1.3046711190570379e-05,0.0451542880239384,9,5,0.5345857530222206,COMPLETE,1398
857,857,0.2749040984819239,2023-07-17 16:17:32.231738,2023-07-17 16:17:45.002176,0 days 00:00:12.770438,0.034469177510497044,gbtree,0.7834783394897389,0.012078585576172435,depthwise,7.3858992442369025e-06,0.0043588735335438455,8,6,0.5117811493203599,COMPLETE,2178
487,487,0.27491998705144793,2023-07-17 15:30:33.610669,2023-07-17 15:30:37.078607,0 days 00:00:03.467938,0.7448570361992943,gbtree,0.8623755169071133,2.5625889633459945e-06,lossguide,0.004468596937174634,0.03726852694467502,7,5,0.6082529228717299,COMPLETE,1686
131,131,0.27493816755139683,2023-07-17 14:23:25.861699,2023-07-17 14:23:34.109922,0 days 00:00:08.248223,0.631844083424132,gbtree,0.835974610439174,4.0406471489323945e-08,lossguide,3.1845729487787376e-06,0.038431387431134785,8,5,0.6589942565969451,COMPLETE,1747
990,990,0.27494097429356573,2023-07-17 16:40:10.937037,2023-07-17 16:40:13.839400,0 days 00:00:02.902363,1.6402248876002543e-08,gbtree,0.8641462210988881,0.004074663882800103,depthwise,1.6900262642456138e-05,0.03995544138793042,9,5,0.550479443854359,COMPLETE,454
827,827,0.2749501185000143,2023-07-17 16:14:48.328233,2023-07-17 16:14:51.122022,0 days 00:00:02.793789,0.24025445993423428,gbtree,0.7773573736824433,1.664227437419632e-07,depthwise,0.12995188603629967,0.03715303828934853,3,6,0.5891738369582019,COMPLETE,2448
956,956,0.2749502416578018,2023-07-17 16:35:15.368872,2023-07-17 16:35:18.035343,0 days 00:00:02.666471,0.0003023587377507534,gbtree,0.5966404677566622,0.36615501800691413,depthwise,0.026274916228180442,0.035476926005678006,7,5,0.4353071673203763,COMPLETE,1073
425,425,0.2749542555639282,2023-07-17 15:21:33.792781,2023-07-17 15:21:37.471263,0 days 00:00:03.678482,0.4557340625984175,gbtree,0.6276994498278952,1.0114325315610564e-08,lossguide,0.2886909839952652,0.03686590211206591,8,5,0.5340964708922539,COMPLETE,1397
301,301,0.2749589956910157,2023-07-17 14:50:42.961036,2023-07-17 14:50:49.269781,0 days 00:00:06.308745,0.0003526098248901956,gbtree,0.7824364390572789,1.6048762166673277e-06,depthwise,0.44206319183657405,0.04835899746685313,9,5,0.546076401174486,COMPLETE,1255
173,173,0.274976075228926,2023-07-17 14:30:06.150154,2023-07-17 14:30:17.398484,0 days 00:00:11.248330,0.08557276940848246,gbtree,0.7176878906325427,1.4454663783567403e-07,depthwise,1.0041503049178557e-05,0.0244080712526925,7,5,0.5963003773145453,COMPLETE,1158
331,331,0.27498357805478074,2023-07-17 14:57:24.794070,2023-07-17 14:57:31.854302,0 days 00:00:07.060232,0.005984680465881789,gbtree,0.8217767445498861,1.1028259275971288e-06,depthwise,0.0016620660389725832,0.03325515275008353,8,6,0.6347257496290868,COMPLETE,1495
